V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,Class
43441,399282,427846,410564,434564,462462,409179,460974,420667,425282,422462,429385,46359,440359,1
434923,399282,428256,411077,435744,463179,408872,46159,420974,425846,422718,430051,464615,440718,1
434205,399179,427949,411692,435487,463487,408308,461744,421179,4260,422667,429897,465077,440564,1
433077,398308,42759,411385,435026,463692,408718,462103,421333,425641,422513,429128,464256,439897,1
433282,3980,427795,411231,435282,463744,409231,46241,421436,425795,422513,429026,463744,4400,1
434359,398821,42841,412103,435282,463077,408718,461333,420923,426051,422615,429487,463846,440615,1
434923,399641,428821,412513,435436,462923,408564,460769,420615,425744,422667,4300,464103,440923,1
434615,399538,428359,412051,43559,463744,40959,461744,420872,42559,42241,430205,464256,440872,1
434103,398974,4280,411949,435077,463897,410051,461949,420718,425744,422359,430103,464154,440974,1
434359,399179,428462,412154,435026,463282,409333,461487,42041,425744,422923,429949,464256,440769,1
434667,399897,42841,412308,435538,462872,408718,461436,420462,42559,422872,429333,464154,440205,1
433846,39959,427897,412103,435231,462667,408667,461282,420821,425744,422359,428923,463949,440051,1
432769,398513,427949,411282,43441,462564,408718,460974,420667,425744,422205,428974,463795,439846,1
432667,398513,427692,410769,434154,462718,408718,461231,420667,425641,422308,428923,463333,439179,1
433026,399077,426974,410718,43441,462872,408872,461641,420974,425538,4220,429026,462974,439179,1
432718,399026,426872,411026,434615,462872,408718,461538,420154,424718,421282,428821,463128,439231,1
432462,399179,427436,411744,434769,462667,408154,460974,419179,424256,421333,428462,463436,439128,1
433077,399641,428051,412308,434667,462103,407744,460821,41959,425077,422154,428821,463795,43959,1
433333,399487,427795,411692,43441,462051,407897,461385,420615,425949,422615,428872,464103,439744,1
432359,398974,426923,411077,434615,462667,408205,4620,421282,426256,422308,428205,464051,438923,1
431744,399077,426872,411795,435128,462923,408564,462462,421897,426256,422103,428154,463744,438667,1
431897,399436,427231,412256,434923,463231,409128,462821,421436,425846,421744,428615,462974,43841,1
431897,399179,427385,411744,434103,463385,409436,462359,420308,424872,420821,428615,461846,437641,1
432308,399026,4280,411692,433846,462359,409333,461641,420462,424615,420923,429385,461795,438308,1
433077,399026,428718,412103,4340,461487,408974,461077,420462,425231,421949,430462,462615,439333,1
432974,398667,428359,412154,433744,4620,408667,460718,419795,424923,421949,430051,462615,438718,1
4320,39841,427949,411949,433487,462718,408718,460667,419487,423538,420769,429077,461538,437538,1
4320,398872,427949,411641,434103,462923,408615,460615,419282,423231,420513,429077,461282,437846,1
432667,399436,4280,411795,434974,462974,408513,461077,419949,424615,421744,429795,462615,439026,1
43241,399333,428205,412256,434974,463231,408821,462513,422154,425538,422564,429538,463436,438974,1
431897,399385,428051,412154,434667,463282,409077,463641,422974,425538,421846,428872,462974,438205,1
432513,400051,427846,412103,434718,463026,408718,463282,422205,425949,421385,429128,462667,438359,1
433179,400513,428256,412667,434769,462769,408205,462718,422256,426615,421897,429846,462872,438974,1
432821,400256,428205,412718,434615,462821,408103,462154,421333,425846,421744,429538,462667,438308,1
431949,399692,426974,412051,434718,463077,408513,461641,4200,424564,420667,428564,462103,437333,1
431795,399641,426513,411744,434974,463333,409077,461744,420821,424769,420769,428103,462103,437692,1
432513,400154,427487,411897,434769,463179,408974,461692,421333,42559,421692,428205,462872,438359,1
433128,400615,428051,412615,434769,462923,408564,460974,419795,425333,4220,428513,463385,43841,1
433333,400769,428615,413641,435282,463026,408564,460872,419128,424462,421897,429128,463231,438513,1
433949,401128,429487,413897,435538,463385,408821,461385,42041,424821,422051,430154,463436,439026,1
43441,401128,42959,413744,43559,463333,409026,461692,421282,425641,422667,430974,463795,439487,1
433795,400513,429282,413744,435744,463282,409077,462154,421538,4260,423179,431282,463744,43959,1
432923,400256,428564,413179,43559,463487,408769,462667,4220,426513,422872,430821,463795,438923,1
432103,399897,426974,4120,434974,463487,408205,462718,422103,426513,422308,429436,463641,437949,1
431385,399282,426205,411744,434923,463282,408154,462564,421231,425538,421949,428308,463026,437436,1
430872,398872,426256,412256,435026,463385,408564,462564,421026,425179,42159,428564,462462,436974,1
430205,398667,425949,41159,434615,463333,408923,462923,422308,425846,421179,428718,461692,43641,1
429692,398718,425846,411077,434462,462974,409282,463179,422718,425949,420974,428462,461179,436462,1
429949,398974,425385,411846,434769,463436,409795,462974,42159,425333,420974,428564,461333,436564,1
430667,399385,424821,412154,434872,463744,409795,462154,420667,424974,420974,428615,46159,437128,1
431128,400154,425436,412103,435026,463077,408872,46159,420872,42559,421641,428769,462256,438256,1
431692,400564,426667,413077,435179,462667,408308,462051,421282,426256,422308,429282,463179,43841,1
432359,400462,42759,4140,435385,462923,408513,462154,421026,426103,422359,429385,46359,438256,1
432821,401282,428359,413795,435692,463026,408974,461487,420667,425692,422205,428974,463692,438718,1
432615,4020,428513,413846,435949,463077,40959,461641,420667,425231,422154,428923,463641,438308,1
431692,401128,427641,413949,435846,463385,410103,46241,421077,425077,421949,429026,463077,437333,1
430923,400359,426923,412974,435641,463795,4100,462718,422154,426154,421949,428923,462564,437026,1
43041,400154,426513,411949,435538,464154,409487,462974,422564,427077,422051,428513,462308,436564,1
429641,399846,42559,411897,435641,464308,408974,462564,421692,426513,421487,427795,461897,436103,1
429179,399897,424615,412103,435744,4640,408513,462051,421692,426821,421128,427744,46241,436667,1
4300,400769,424974,412256,436103,463538,408359,462462,422974,428051,421846,428205,463487,437744,1
431487,402051,426308,413128,436513,463538,408769,462974,422821,4280,422513,428821,464308,438513,1
432103,402513,427282,4140,436103,46359,409282,462974,422256,427077,422359,42959,464718,438974,1
431692,402051,4280,413949,435641,463333,409333,463026,422615,426718,422564,429897,464718,439026,1
431026,401077,427949,413231,435538,463231,409231,463026,422154,426256,422564,429231,463846,437949,1
430154,399949,426821,412923,435179,463385,409641,462821,421231,425282,421538,42841,462256,436615,1
429128,399641,426256,412974,434923,463846,409949,462923,421846,425436,421487,42841,461846,436615,1
429026,399897,426359,412667,435077,4640,40959,463795,423487,426821,422718,428872,462769,436974,1
429949,400462,426462,412667,435487,463538,408769,463949,423641,427692,422923,429333,463641,437487,1
431179,401333,426923,413538,436462,46359,40841,463026,422821,427897,422821,42959,464256,438667,1
431949,401897,427795,414103,436872,464103,408564,462769,423026,428308,423641,429487,464769,439487,1
43159,401231,4280,413692,435949,463641,408667,463436,423282,428308,42359,429179,464718,438718,1
431077,400308,427282,413282,435436,462615,408462,463692,422821,427436,422821,428872,464308,438103,1
430974,400513,426769,412769,435641,462718,408513,463897,422564,427231,422974,429179,464205,438103,1
430308,400564,426205,412154,435487,463385,408718,464256,422513,427385,422872,428974,463487,436974,1
429333,399897,425282,412051,435385,463385,408615,463949,422256,427026,422308,427897,462718,4360,1
429026,399744,424667,412154,435436,463641,408667,463436,422205,426718,422103,427128,462718,4360,1
429436,4000,424615,411641,435231,464205,409077,463128,421846,426462,421897,427538,462667,436462,1
430205,400308,425282,411179,435282,463897,409077,463128,421846,426256,422051,428154,462974,437128,1
431333,400769,426564,411692,435179,462769,408821,463333,422769,426718,422718,428821,464051,438103,1
431744,401026,427077,412308,434872,462667,408769,462821,422462,427385,423487,429744,464974,438718,1
430564,400051,426667,412103,435231,463282,409128,462359,421385,427026,423487,429949,464769,4380,1
429077,399128,426205,411692,435487,463179,409538,462718,421128,426513,422923,42959,463949,436974,1
42841,399282,425487,411641,435179,463077,409641,462615,421077,426513,422718,428923,463385,436513,1
428308,399282,424667,411282,435333,463641,409641,462462,421487,42641,422872,428359,463282,436615,1
428154,398821,424513,410872,435744,4640,409538,46359,423026,426718,422821,428103,463385,436769,1
428256,399128,424256,410615,435641,464051,409128,464718,423692,427538,422564,427744,463795,436615,1
428923,40041,423949,410872,435692,4640,408974,46441,422923,428103,422667,427436,464308,436872,1
429641,401231,424308,411385,436154,463949,408462,463692,422769,428103,422564,427077,464718,437487,1
430154,401179,424462,411641,436256,463744,407436,463487,423333,427795,422718,427026,464974,437744,1
430718,401744,424667,412615,436359,463282,40759,463231,423385,427795,423436,42759,465231,437744,1
431487,402564,425846,413795,436462,46359,408667,462872,422974,428051,42359,428308,465128,4380,1
431641,402615,426667,413846,436205,464051,409026,462872,422359,427744,422872,428513,464462,4380,1
431128,402513,426667,413744,436154,463744,408769,462718,421538,427128,422513,428615,464103,437385,1
430615,402205,426513,413641,436154,463641,409179,462154,420923,427026,422513,428051,464051,436667,1
430051,401077,425641,412769,4360,463897,409538,461897,420615,426923,421846,427026,463641,436205,1
42959,400359,424718,412051,435641,463538,409077,462205,421487,427077,421897,427385,463692,43641,1
429692,400718,425385,412308,435333,462923,408821,463128,423179,428051,422923,428615,46441,437026,1
429897,400308,426359,412256,434718,462667,408923,463897,423692,428256,422923,428821,464359,437077,1
429795,399282,426051,411846,434513,462667,409128,464256,423744,427846,422513,428718,463744,436769,1
429487,399385,425744,411795,435128,463077,409436,46441,424359,428256,423026,429077,464154,437077,1
429282,399692,426154,412051,435333,463436,409692,464308,4240,428103,423179,429282,464359,436718,1
428821,399026,426051,411846,434923,463795,409846,464359,422667,426564,4220,428359,463077,435077,1
427897,398821,425026,411282,435179,464513,409692,463897,421692,425436,420769,427231,461385,434051,1
427231,399077,423846,411487,435949,464359,409179,462872,420923,424923,420051,426308,460821,433538,1
427026,398821,423128,411641,435897,463538,408718,462359,420718,424462,419436,425179,460769,432769,1
427128,398872,423179,411128,43559,463333,408564,462564,421282,424462,419231,424718,460769,433026,1
427744,399692,423846,411385,435538,463385,408615,463333,422154,42559,420359,425436,461692,434513,1
429128,40041,424564,412103,435436,463128,408974,464462,42359,427641,422051,426615,463385,435641,1
4300,400821,425333,412154,435179,462872,409333,464821,424103,428821,422718,427282,464154,436103,1
429795,400769,426359,412256,434615,462667,409179,463949,422769,427846,422462,427436,46359,4360,1
429795,400974,427026,412564,434718,462513,408872,463077,421846,426615,422308,427949,462821,435795,1
430359,401282,426769,412564,435231,462718,408667,462308,421385,426308,421846,428205,462462,435692,1
430205,400821,42641,412256,434974,463077,408769,462154,420718,425538,421026,427641,461949,435333,1
429333,4000,426308,41159,434205,463128,409231,462103,420051,423846,420308,427077,461026,434769,1
428872,399897,426103,41159,434564,462923,409385,461641,4200,422718,419692,427179,460513,434667,1
428821,400154,426256,412154,435128,46241,409026,461487,420103,423128,419385,427026,460564,434923,1
428872,400256,426308,41159,434769,462359,409179,461795,4200,423692,419436,426308,460564,434769,1
428872,4000,42559,411026,434667,462718,409487,462103,420205,423436,419641,426103,460769,434513,1
428308,399487,424872,411897,434923,462769,409128,462564,420974,423897,420103,426256,461385,434308,1
4280,399692,424718,412513,434974,46241,409077,462821,421385,425282,420923,426256,461949,434359,1
42841,400256,424821,412051,434513,46241,409692,462359,420769,426103,421692,42641,462462,434872,1
428308,399333,424974,411897,434154,463026,410103,462615,421641,426872,422359,427179,463077,435231,1
427744,398615,425077,411897,434359,463487,410154,463949,423744,4280,422923,428154,463179,435231,1
428564,4000,424923,411385,434615,463795,410359,464256,424103,427897,42241,4280,462564,435487,1
43041,402051,425385,411846,434718,463897,410308,463641,422923,427282,421179,427385,462103,436462,1
431846,403333,426462,413487,434718,463436,409692,463282,422359,427333,421538,4280,462513,437538,1
432615,4040,426564,414103,434923,462564,408872,462923,422359,426821,422205,428308,463282,437795,1
432974,404205,426615,413897,435231,462308,408513,462718,422256,426205,421795,427795,463436,437744,1
433026,4040,427179,414154,435385,462769,408667,463282,42241,426051,421641,4280,463077,438051,1
432821,403846,427179,414103,435077,462615,408769,463231,421385,425282,421897,428256,462821,4380,1
432308,403487,42641,41359,434513,461897,408718,461538,418872,424205,421026,427487,462051,437026,1
431231,403179,426256,413538,434308,461538,408513,459641,417333,423333,419795,426718,460667,435846,1
430769,403179,42641,413641,434256,461538,408667,459538,417795,422769,419333,426564,459744,435231,1
431179,403436,426359,413641,434103,461795,409077,460615,418923,423128,419282,426564,460154,435333,1
431231,403385,426513,413744,434103,462051,409231,461026,420256,424462,41959,426769,460769,435692,1
430513,402615,426205,412974,434051,462564,409077,461487,421692,425179,419744,426718,460615,435692,1
43041,402564,425436,41241,434205,462923,408872,462564,421795,425128,420205,42641,460872,435949,1
431128,403641,425436,413128,434718,462564,408615,462974,421026,425385,420923,426667,461846,436718,1
431641,404051,426051,413692,434923,462103,408308,462564,420974,425538,420872,427026,462308,436923,1
432154,404103,427026,414103,435128,461949,407846,461641,420718,425026,420667,427231,462359,437026,1
432667,404821,427795,414923,435333,46159,407128,46041,41959,424513,421231,427744,462718,43759,1
432821,405026,428051,415436,434923,461231,406769,459897,419385,424872,421795,428154,462923,437795,1
432513,404308,4280,415026,434564,461333,40759,460564,419949,425179,421487,427897,462821,437026,1
431538,403538,427436,414359,434821,461897,408872,460769,419077,424513,420923,427231,462205,435846,1
430154,402667,426462,413538,434667,462462,409231,460154,417487,423231,420308,426615,460564,434821,1
429282,401846,425846,412718,433897,462256,408821,460308,417744,422513,419487,426308,459487,434462,1
429487,40159,426154,412256,433487,461949,408718,461436,419333,422923,419436,426564,4600,434974,1
429744,401538,426359,4120,433436,462308,408872,462051,419744,423385,419744,426872,460359,435231,1
429692,401641,426256,412564,43359,462205,408667,462103,419641,423282,419179,426667,459846,435026,1
430308,402513,426359,413538,434154,461641,408308,462103,4200,42359,419128,426872,459949,435128,1
431179,403333,426769,413949,434615,461846,408308,46159,4200,424359,420205,427282,460872,435744,1
431026,403385,427026,413897,43441,462205,408205,461077,420308,424769,420718,427385,461077,436103,1
430256,403026,426769,413692,4340,461744,407487,461128,420872,424769,420205,427282,460462,435436,1
430103,402821,426872,413744,434154,461538,407026,461231,420359,424462,420154,427231,46041,434923,1
430718,402718,427692,413949,434205,461897,407538,461231,419487,42441,420615,427538,460821,43559,1
431282,402615,427949,413795,434256,461949,407897,461077,419282,424256,420718,4280,460872,436564,1
431179,403077,427231,413487,434974,461846,407538,460923,419641,423846,420769,428513,461333,436718,1
430718,403436,426667,413692,435231,462205,407795,461846,420718,424205,420821,428308,461846,435692,1
429692,402308,425949,413077,434359,462821,408718,463077,421436,424564,419949,426872,460667,433897,1
429026,401538,425385,412256,434154,462821,408974,462974,421282,424564,419077,425949,459744,433744,1
429897,403026,425949,413179,435179,462923,408821,462615,421333,425436,419795,426821,460667,435333,1
430769,4040,426462,414205,435385,463333,408872,462256,420872,426051,420615,427538,461333,435846,1
43041,402923,426513,41359,434308,462821,408718,46159,420154,425487,420564,427282,461179,435795,1
430513,402103,427077,413231,433795,461692,40841,461846,420872,425385,420923,427949,461744,436564,1
431385,402513,428359,413692,434154,461538,408513,462462,421077,425795,421641,42959,462359,437385,1
431744,402821,429026,413897,434103,461795,408718,461641,419282,424667,421538,4300,462462,437385,1
431744,402615,428718,4140,433846,461692,40841,46041,418051,42359,421026,429282,462359,437128,1
431538,402462,428308,414103,434359,4620,408051,46041,418051,423538,421026,428923,461897,436769,1
430513,402769,427744,4140,434872,462769,408308,460872,41841,423436,421128,428923,461487,436154,1
429692,402821,426821,4140,434718,462974,408615,461487,419641,423538,420769,428513,461231,435744,1
430051,402462,427026,414051,434872,463077,408769,462256,420615,424308,420462,4280,460974,435795,1
430513,402615,427897,4140,434923,462872,408615,462359,420308,425077,420205,42759,460974,435846,1
429897,402718,427077,413949,434564,462256,408051,461538,42041,425077,419795,426718,461128,435128,1
429026,4020,4260,413949,434564,46241,407744,461692,421385,425026,419436,426103,460974,434462,1
428462,400872,426564,413385,434308,463128,408256,462872,421179,424718,419128,426462,460205,4340,1
427744,400256,426615,412667,433692,463179,408718,46241,419744,423641,418821,426821,459385,433692,1
427436,399949,4260,412308,433487,462564,408615,461538,419744,423179,418821,426718,459026,433846,1
427949,399641,426256,4120,433436,46241,408615,461897,420051,423231,419077,426667,459231,434205,1
428667,399795,426308,411744,432974,462462,409077,462103,419385,422821,419026,427128,459487,434615,1
429436,400615,42641,412359,432974,462256,409487,461744,419744,422974,419692,428051,4600,43559,1
430359,401487,427385,413641,433949,462359,409179,461795,420462,423846,420564,428769,460872,436308,1
430974,401846,4280,414359,434513,462359,40841,461641,419487,423949,420667,428667,461333,436103,1
431128,401897,427795,414308,434359,462154,408308,461436,418821,423282,420667,428718,461179,435949,1
431077,401641,428051,414154,434154,462154,408769,461538,41959,423231,420974,429128,461077,436103,1
430513,401026,428256,414051,433744,461897,408667,461179,419179,423026,420513,428359,460974,435436,1
429487,400308,427231,413487,433231,46159,408359,461026,418513,422564,419077,426462,459231,433846,1
428974,400051,4260,412462,433385,462308,408615,461641,419385,422718,41841,425897,457897,433333,1
429231,400564,425231,412051,433641,463026,408718,46159,419692,423333,418821,426513,458718,433949,1
429333,401231,424769,41241,433795,462821,408359,461333,419846,423949,419385,426359,459744,434103,1
428769,401282,424718,412308,434205,463077,408718,462462,421744,424821,419692,425795,4600,433641,1
42841,400769,424615,412256,434513,463692,409282,463385,422205,425077,419846,42559,460462,433692,1
428974,401077,425128,413333,434923,463026,409026,462667,420462,424462,420103,425897,461077,434974,1
430615,402103,427026,414256,435026,461949,408205,461487,419897,424462,420974,427385,461949,436821,1
431692,401846,428462,414154,434154,461692,408051,461128,420051,425128,421949,429026,462872,437692,1
43159,400718,428359,413795,433692,461897,408872,461333,419744,425077,422359,429282,462615,43759,1
431385,400821,428256,4140,434051,46159,409744,461846,420359,424667,422051,429026,462103,437231,1
430974,400923,428103,413487,433897,461282,410103,462564,421333,424718,421282,428974,462051,436359,1
429641,399692,426872,412154,433795,461897,409949,462359,420769,42441,420667,427897,461436,435026,1
428205,398615,425231,411282,433846,462615,409436,46159,419949,423487,419795,426308,459897,433641,1
42759,398564,42441,411026,43359,462974,408769,461026,419744,422718,418564,425692,458564,432974,1
428103,399179,424667,411487,433897,462974,408051,460718,419385,423179,418821,426205,459231,434103,1
429846,400359,4260,412872,434923,462974,40841,461538,420513,424974,420821,427487,461436,436513,1
431436,401436,427436,413846,434974,463282,409282,463026,422051,425897,422256,429179,462718,437897,1
431333,401231,427949,413487,434051,463538,409385,463128,421385,425487,422205,429846,462718,437641,1
430769,400564,427949,413026,433795,463231,409026,462462,42041,425487,422205,429436,462718,437641,1
431179,400769,428051,413282,434359,462462,409077,462923,421949,426256,422308,429641,462769,437897,1
431282,401179,428154,413538,434564,462205,409179,463538,423231,426513,4220,429846,462769,437179,1
43041,400974,427949,413436,434564,46241,408974,463487,422564,426308,421897,429026,462359,436462,1
429897,400513,427282,413333,434872,462821,409179,463538,422154,42641,421692,428513,461897,436513,1
429897,400718,426462,413487,434923,463231,409231,463077,422051,426359,421538,428615,462256,436564,1
429692,400821,426308,413795,434872,463333,409026,462615,421949,426051,421744,428359,462513,436462,1
429538,400462,427385,413949,434769,463333,409538,462769,421692,425795,421846,428359,462051,436615,1
429487,4000,4280,413487,433949,463282,410051,462615,420821,425179,421333,428872,461436,436462,1
429282,399487,427333,412564,433077,463077,409692,46159,419897,424462,420615,428462,460872,435846,1
428923,399179,426462,411897,433026,462462,409282,461436,419692,423795,420103,42759,460513,435487,1
428615,399692,426462,412256,433692,461846,409487,462462,420256,423641,420051,427846,460974,435897,1
428923,400154,427077,412821,433846,461692,409744,463231,420974,424308,420667,428103,461333,436051,1
428872,399282,427026,412615,433231,46159,409436,462821,420769,424154,420615,427385,460615,434974,1
428256,399026,42641,412051,433282,461641,409026,461949,420051,423282,419692,426821,459795,434308,1
428564,400051,4260,412154,434256,462205,408974,461692,420308,423385,419692,427128,459897,434769,1
428923,400308,425436,412564,434718,462667,408718,461385,420462,424103,420308,427026,46041,434615,1
427949,39959,425333,412513,43441,462513,408359,461128,42041,424154,420256,426308,460103,433846,1
427282,399179,425641,412308,434154,46241,408513,461436,420051,4240,419692,426308,45959,43359,1
427897,39959,425436,412462,434154,462256,408564,460974,419026,423692,419538,42641,459949,433897,1
42841,400205,425179,412564,4340,461795,408308,460359,418564,422923,419692,426256,460462,434359,1
428462,400513,425949,412359,433538,461692,408513,460974,419179,423128,420051,426564,460667,434821,1
428821,400462,426564,412872,43359,461846,408769,461897,419641,424103,420923,427744,460974,435282,1
429436,400513,426462,41359,4340,462205,408974,462205,419846,424256,421487,428359,461231,435641,1
428923,399795,426359,412923,433538,462769,409949,462564,420103,423641,420872,427538,460769,434769,1
427487,398205,426154,411795,432974,462615,410205,462308,419897,422923,419641,426718,459487,433231,1
427385,398359,426205,412051,433128,461744,408872,461385,4200,422872,419128,426872,458615,433436,1
428359,399846,426564,412513,433436,461538,4080,461179,420308,423385,419385,426821,458718,434154,1
428615,40041,42641,4120,433744,461487,408154,461333,419487,423538,419641,42641,458718,434051,1
429077,400667,426667,412462,434154,460923,407897,461026,418821,423282,420051,427231,459128,434667,1
429846,401128,426872,413436,434256,460872,407897,460821,419333,423744,420718,428308,459897,435179,1
429487,401026,426513,413436,434256,461487,408667,461231,419487,423846,420564,428051,459538,434462,1
428923,401179,426667,413436,434359,462051,409026,461282,419077,423231,420154,427846,459128,43441,1
429487,402359,427436,414256,43441,462205,408821,461026,419333,423538,420667,428154,460256,43559,1
430103,403026,427385,41441,434513,4620,408769,461077,419487,423949,420821,427692,460974,435385,1
429487,402256,42641,413692,433897,4620,408821,461026,419333,423282,419949,427128,4600,434256,1
428564,401333,426205,413385,433231,462513,408923,461641,419744,422718,419538,427385,459128,43441,1
428821,40159,426821,413538,433641,463231,409026,462256,420103,422615,419949,427641,459231,434769,1
428872,401846,426769,413179,433897,462923,408615,461641,419179,422103,419641,427077,459026,433692,1
4280,401128,426154,412462,433385,462205,408205,460974,418564,421795,418821,426718,458564,433077,1
4280,401333,42641,412821,43359,46241,408718,461897,419385,422359,419026,427077,458718,433692,1
428974,402359,427128,413949,434308,462718,409333,462821,420359,423333,419846,427333,459128,433897,1
429179,402205,426872,4140,434051,462051,408872,462256,419897,423641,419744,427385,459077,43359,1
428872,401949,426359,41359,433744,461538,408205,461538,419231,423846,419385,427795,459385,433949,1
428923,402564,426615,413795,434308,462205,408308,461744,420359,424821,420205,428308,460308,434564,1
428923,402769,426821,4140,434821,463077,408667,462308,421385,425333,421128,427949,461077,434821,1
429128,402667,426513,413897,434564,462821,408615,462256,420308,424308,420615,427487,461179,435077,1
429436,403026,426359,413795,434103,462513,40841,4620,419949,42359,42041,427897,460974,435128,1
429385,403179,426718,41359,434256,463026,409077,462462,421026,423949,420718,427897,460821,434974,1
429231,403231,426974,413692,434615,463179,409436,462051,420051,423231,420103,427436,460564,434564,1
429436,403436,426718,413949,434359,462103,408462,460154,417538,4220,419026,426974,459897,433846,1
429026,403282,426308,413846,433846,461538,407897,459385,417436,421846,418923,426462,459282,433436,1
428872,403487,426821,414051,434359,461949,408308,460667,419949,423026,420103,427077,460308,434821,1
430256,404667,427949,414923,435077,462103,408256,461641,421385,424821,421487,428667,462051,436462,1
431692,405538,428308,415538,435026,46241,408051,461538,420513,425231,421795,429179,462308,43641,1
431333,405282,428205,415385,435077,462667,408103,4620,420205,424513,421128,428769,461436,435538,1
430359,40441,428103,414359,435282,462462,408205,463077,421385,424513,420718,42841,460872,434872,1
429846,403744,427333,413692,435077,462513,40841,463282,421436,424615,42041,42759,460359,434462,1
429692,403897,426718,414564,434872,462769,40841,462564,420462,424103,419949,427128,459949,434256,1
42959,404154,426667,415487,435026,462564,407949,461949,420462,423949,419744,427179,460154,4340,1
429487,403897,426513,415179,435077,46241,407538,461436,420205,423744,419333,426564,459641,433231,1
42959,403949,426564,415077,435179,462615,407487,460769,419231,422872,418821,425795,458718,433077,1
429641,404051,426872,415282,434923,462769,407436,460308,418769,422256,418821,425538,458513,433538,1
429744,40359,427026,415128,434205,462769,407436,46041,419128,4220,419026,425641,459128,434154,1
430872,4040,42759,415436,434872,462359,407538,460718,419641,422769,419949,426718,46041,435385,1
431897,405026,428462,415744,43559,461692,407231,460615,419487,423692,420769,428051,461231,436154,1
431385,404667,428205,415538,434769,461282,406821,46041,418974,423128,420205,427846,460821,435436,1
430821,403641,427744,415538,434103,461179,407128,461026,419077,422974,419744,427077,460256,434513,1
431487,404205,428051,415744,434462,461128,407487,461641,419538,4240,420103,427385,46041,434872,1
431897,405385,428256,41559,434564,461333,407692,46159,420103,424359,420205,427949,460513,435436,1
43159,405282,4280,415744,434513,462051,408051,461795,420564,424359,420103,427692,460769,435436,1
43159,404923,42759,416359,434769,462359,408256,461795,419744,42441,420462,427179,461128,435538,1
431795,405692,427641,416923,435077,461949,407846,461026,419026,424103,420923,427385,461128,435795,1
431333,405949,427949,416872,435487,462103,407487,461077,419692,423538,420667,427744,460718,435333,1
430667,404923,427641,415949,435385,46241,40759,461282,419846,423179,419795,427436,460462,434821,1
430872,404205,427333,415179,434769,461897,407487,460513,418974,423231,419538,427282,460359,435026,1
431179,404308,427744,415846,434872,461436,407436,459692,418564,423128,419744,427436,460154,435077,1
431077,404359,428103,416667,435282,461641,407897,459846,418821,422974,419538,427282,4600,434872,1
431179,404256,428154,416051,434974,462103,408564,460308,419436,423282,419692,427128,460308,435026,1
431231,404154,42841,415333,434564,462051,408615,460154,420359,424359,420615,427538,460821,435282,1
431385,404103,428872,415692,434769,4620,408513,459744,420462,425231,421487,428103,461282,435436,1
431487,4040,429231,415949,434718,462103,408872,460308,419897,425282,421692,428564,461333,435538,1
431231,40359,428974,415538,434103,461949,408513,461077,420359,425026,421077,428718,460974,435077,1
430974,403487,428154,415436,434051,461538,40759,461231,421128,424872,420615,42841,460667,43441,1
430667,403282,427897,415231,4340,461436,40759,460974,420615,424513,420359,427692,460103,433846,1
429949,402513,427949,414667,433641,461487,4080,460462,419282,423333,419538,427179,459077,433692,1
42959,402051,427744,414308,433897,461282,407846,4600,419026,422615,419128,427282,458872,433795,1
429744,402256,427487,4140,434205,461487,407744,459949,419846,422923,419744,427487,459641,434051,1
430256,402923,427026,414513,434154,461641,408103,459385,420103,423333,420308,427538,46041,434615,1
430718,403333,426513,415282,434308,461692,408615,459436,419744,423487,420564,427641,460667,434564,1
430308,402821,426462,414615,434359,461897,408974,46041,419692,423538,420667,427282,46041,433949,1
430103,40241,42641,413538,434308,461846,408769,460769,420564,423897,420872,427282,460564,434308,1
430564,402769,426256,413744,434615,462154,408872,461128,421436,424667,421179,428103,460923,434769,1
430359,402513,42641,4140,434564,462923,409436,461744,421641,425333,421231,428205,460872,434308,1
430103,4020,42641,413538,434256,462821,409077,461333,421179,425487,421026,427487,460923,434513,1
430821,402564,4260,413385,434256,461846,407897,460667,420923,42559,421385,427487,461231,435538,1
431179,402718,426205,413487,4340,46159,407487,460615,421179,425949,421795,427846,461282,435333,1
430513,401744,42641,413333,433692,461949,4080,460564,421333,4260,421282,427538,460974,434256,1
430103,401641,425641,413179,433744,461744,408308,46041,420718,425641,420667,426974,460821,433744,1
429897,4020,425077,412821,43359,461795,408205,459846,419538,424564,420615,426718,460462,433179,1
429282,401487,425436,412103,433436,462256,408359,45959,419179,423128,420256,427077,459795,433179,1
429744,401692,426256,412769,434051,462256,408974,460821,420308,423179,420051,42759,459846,43441,1
430667,402256,426769,413692,434051,461846,409385,461692,420821,424103,420513,428051,460103,434718,1
430615,4020,426718,413128,43359,461744,409231,460974,420462,424256,420769,428308,460154,434103,1
430205,401846,426359,412821,433641,461692,408923,460718,420564,424308,420564,428154,460564,434051,1
430205,4020,426103,413282,433692,461487,408872,461128,420615,425179,420615,427538,460769,434103,1
430051,401949,426205,413282,433744,461436,408513,460769,420615,425436,421026,427333,460872,434154,1
429949,402359,426103,413231,433897,46159,407949,460615,420872,424821,420923,427231,461128,434154,1
430103,402462,425385,413385,433744,461641,407795,460462,419795,423949,420359,426615,460615,433282,1
429385,401795,424974,413333,433897,461897,408308,460154,418872,423744,419949,426308,459641,432821,1
429179,401538,4260,413333,434667,46241,409487,460821,420205,424205,419949,426974,459641,433641,1
429744,401795,426615,412974,434359,462462,4100,461385,421026,424513,419795,427026,459795,433436,1
